"","member_url","style","overall","avg2"
"25","https://www.beeradvocate.com/community/members/rapayn01.496300/","American Amber / Red Ale","3.75",4.035
"26","https://www.beeradvocate.com/community/members/the_beergery.1198203/","American Amber / Red Ale","3.75",3.97
"27","https://www.beeradvocate.com/community/members/stcules.473/","American Amber / Red Ale","3.5",3.97
"28","https://www.beeradvocate.com/community/members/hamdenhector.801494/","American Amber / Red Ale","3.5",3.97
"29","https://www.beeradvocate.com/community/members/patre_tim.670260/","American Amber / Red Ale","4",3.97
"30","https://www.beeradvocate.com/community/members/0_0.1164000/","American Amber / Red Ale","3.75",3.97
"31","https://www.beeradvocate.com/community/members/detgfrsh.809652/","American Amber / Red Ale","4.25",3.97
"32","https://www.beeradvocate.com/community/members/rodbeermunch.1073239/","American Amber / Red Ale","3.5",3.97
"33","https://www.beeradvocate.com/community/members/moodenba.938003/","American Amber / Red Ale","4.25",3.97
"34","https://www.beeradvocate.com/community/members/johlac66.829174/","American Amber / Red Ale","3.75",3.97
"35","https://www.beeradvocate.com/community/members/ciocanelu.691982/","American Amber / Red Ale","3.75",3.97
"36","https://www.beeradvocate.com/community/members/biggiekrock627.993759/","American Amber / Red Ale","4",3.97
"37","https://www.beeradvocate.com/community/members/jackieku.830313/","American Amber / Red Ale","4.25",3.97
"38","https://www.beeradvocate.com/community/members/brewaskew.282/","American Amber / Red Ale","4",3.97
"39","https://www.beeradvocate.com/community/members/daisyfching.1005003/","American Amber / Red Ale","3.75",3.97
"40","https://www.beeradvocate.com/community/members/extracelestrial13.1011531/","American Amber / Red Ale","3.5",3.97
"41","https://www.beeradvocate.com/community/members/tucson_brewson.985545/","American Amber / Red Ale","4.25",3.97
"42","https://www.beeradvocate.com/community/members/trueperception.751390/","American Amber / Red Ale","3.25",3.97
"43","https://www.beeradvocate.com/community/members/stinkypuss.209764/","American Amber / Red Ale","2.5",3.97
"44","https://www.beeradvocate.com/community/members/ryank252.800557/","American Amber / Red Ale","4.25",3.97
"45","https://www.beeradvocate.com/community/members/gajo74.863359/","American Amber / Red Ale","4",3.97
"46","https://www.beeradvocate.com/community/members/jeffreysan.728329/","American Amber / Red Ale","3.75",3.97
"47","https://www.beeradvocate.com/community/members/joncasso.918752/","American Amber / Red Ale","4",3.97
"49","https://www.beeradvocate.com/community/members/the_mad_capper.832070/","American Amber / Red Ale","4.5",3.97
"50","https://www.beeradvocate.com/community/members/samp01.479260/","American Amber / Red Ale","3.5",3.97
"51","https://www.beeradvocate.com/community/members/wesmantooth.775003/","American Amber / Red Ale","4",3.695
"52","https://www.beeradvocate.com/community/members/dj-hophead.992772/","American Amber / Red Ale","4",3.695
"53","https://www.beeradvocate.com/community/members/spike.683233/","American Amber / Red Ale","2.75",3.695
"54","https://www.beeradvocate.com/community/members/rex_4539.910917/","American Amber / Red Ale","4",3.695
"55","https://www.beeradvocate.com/community/members/alesan.1186785/","American Amber / Red Ale","3.75",3.695
"56","https://www.beeradvocate.com/community/members/captaincoffee.609228/","American Amber / Red Ale","3.75",3.695
"57","https://www.beeradvocate.com/community/members/opieo.962081/","American Amber / Red Ale","3.75",3.695
"58","https://www.beeradvocate.com/community/members/dypsobubble.974379/","American Amber / Red Ale","4",3.695
"59","https://www.beeradvocate.com/community/members/dentist666.406749/","American Amber / Red Ale","4",3.695
"60","https://www.beeradvocate.com/community/members/daydesiang.1173376/","American Amber / Red Ale","3.25",3.695
"61","https://www.beeradvocate.com/community/members/bruno74200.1032603/","American Amber / Red Ale","4",3.695
"62","https://www.beeradvocate.com/community/members/kitschiguy.1013369/","American Amber / Red Ale","4.25",3.695
"63","https://www.beeradvocate.com/community/members/jakescully.1079612/","American Amber / Red Ale","4",3.695
"64","https://www.beeradvocate.com/community/members/joebowles.1045514/","American Amber / Red Ale","5",3.695
"65","https://www.beeradvocate.com/community/members/zet.982225/","American Amber / Red Ale","4",3.695
"66","https://www.beeradvocate.com/community/members/joaopmgoncalves.708259/","American Amber / Red Ale","4",3.695
"67","https://www.beeradvocate.com/community/members/svingjo.685911/","American Amber / Red Ale","3.75",3.695
"68","https://www.beeradvocate.com/community/members/drmeto.935733/","American Amber / Red Ale","3.75",3.695
"69","https://www.beeradvocate.com/community/members/aleigator.799228/","American Amber / Red Ale","3",3.695
"70","https://www.beeradvocate.com/community/members/thebierdimpfe.917744/","American Amber / Red Ale","4.5",3.695
"71","https://www.beeradvocate.com/community/members/porterpro125.713860/","American Amber / Red Ale","4.5",3.695
"72","https://www.beeradvocate.com/community/members/janubio.14451/","American Amber / Red Ale","3.25",3.695
"73","https://www.beeradvocate.com/community/members/rolltide8425.569020/","American Amber / Red Ale","3.75",3.695
"74","https://www.beeradvocate.com/community/members/ruudjh.323109/","American Amber / Red Ale","4",3.695
"75","https://www.beeradvocate.com/community/members/beerdawgs.521916/","American Amber / Red Ale","4.25",3.695
"76","https://www.beeradvocate.com/community/members/stooven.733753/","American Strong Ale","3.25",4.105
"77","https://www.beeradvocate.com/community/members/zshaft.1101155/","American Strong Ale","3.75",4.105
"78","https://www.beeradvocate.com/community/members/stevoj.638668/","American Strong Ale","4",4.105
"79","https://www.beeradvocate.com/community/members/davidperez.1076442/","American Strong Ale","4.25",4.105
"80","https://www.beeradvocate.com/community/members/scottfrie.364399/","American Strong Ale","4",4.155
"81","https://www.beeradvocate.com/community/members/blackcompg.566920/","American Strong Ale","4",4.105
"82","https://www.beeradvocate.com/community/members/reviewingunderinfluence.1169035/","American Strong Ale","4.5",4.155
"83","https://www.beeradvocate.com/community/members/bucannonxc5.609249/","American Strong Ale","4",4.155
"84","https://www.beeradvocate.com/community/members/shodriver.491306/","American Strong Ale","4.25",4.155
"85","https://www.beeradvocate.com/community/members/pegasus.311/","American Strong Ale","4.5",4.105
"86","https://www.beeradvocate.com/community/members/tlema1.268179/","American Strong Ale","3.75",4.105
"87","https://www.beeradvocate.com/community/members/doctorzombies.937267/","American Strong Ale","4",4.105
"88","https://www.beeradvocate.com/community/members/ababbidge.1166203/","American Porter","4.5",4.295
"89","https://www.beeradvocate.com/community/members/superspak.456300/","American Strong Ale","4.5",4.155
"90","https://www.beeradvocate.com/community/members/crob3888.512580/","American Strong Ale","4.5",4.155
"91","https://www.beeradvocate.com/community/members/prince_casual.701897/","American Strong Ale","4.25",4.155
"92","https://www.beeradvocate.com/community/members/parmesan.999030/","American Strong Ale","4",4.105
"93","https://www.beeradvocate.com/community/members/bruno74200.1032603/","American Porter","4.5",4.295
"94","https://www.beeradvocate.com/community/members/premo88.466824/","American Porter","4",4.295
"95","https://www.beeradvocate.com/community/members/rodbeermunch.1073239/","American Strong Ale","4.75",4.155
"96","https://www.beeradvocate.com/community/members/rudzud.453801/","American Strong Ale","4.25",4.155
"97","https://www.beeradvocate.com/community/members/vfgccp.519325/","American Strong Ale","4.5",4.155
"98","https://www.beeradvocate.com/community/members/gandres.770773/","American Strong Ale","4.25",4.105
"99","https://www.beeradvocate.com/community/members/kalosjakar.798324/","American Strong Ale","4",4.105
"100","https://www.beeradvocate.com/community/members/thehyperduck.67138/","American Strong Ale","4.5",4.105
"101","https://www.beeradvocate.com/community/members/laketang.962530/","American Porter","4.25",4.295
"102","https://www.beeradvocate.com/community/members/jrsqc7.1126442/","American Porter","3.75",4.295
"103","https://www.beeradvocate.com/community/members/seedyone.345778/","American Porter","4.75",4.295
"104","https://www.beeradvocate.com/community/members/rand.66888/","American Strong Ale","4",4.155
"105","https://www.beeradvocate.com/community/members/resuin.681384/","American Strong Ale","4",4.155
"106","https://www.beeradvocate.com/community/members/davebar.760091/","American Strong Ale","4",4.105
"107","https://www.beeradvocate.com/community/members/stoutelk_92.1060743/","American Strong Ale","4.5",4.105
"108","https://www.beeradvocate.com/community/members/hackattack.1186224/","American Porter","4.25",4.295
"109","https://www.beeradvocate.com/community/members/hotdogbikeride.1086281/","American Porter","4.5",4.295
"110","https://www.beeradvocate.com/community/members/bjb13.1191506/","American Porter","4.5",4.295
"111","https://www.beeradvocate.com/community/members/chinchill.199175/","American Strong Ale","3.75",4.155
"112","https://www.beeradvocate.com/community/members/john_m.3421/","American Strong Ale","4.25",4.155
"113","https://www.beeradvocate.com/community/members/rlee1390.434986/","American Strong Ale","4.75",4.155
"114","https://www.beeradvocate.com/community/members/triggerfingers.674557/","American Strong Ale","4.75",4.105
"115","https://www.beeradvocate.com/community/members/kevinlater.747673/","American Strong Ale","3.5",4.105
"116","https://www.beeradvocate.com/community/members/tlwalsh.1018006/","American Strong Ale","4.5",4.105
"117","https://www.beeradvocate.com/community/members/joaopmgoncalves.708259/","American Porter","4.5",4.295
"118","https://www.beeradvocate.com/community/members/obstinateoutcast.1192729/","American Porter","4",4.295
"119","https://www.beeradvocate.com/community/members/heady_drank.1193014/","American Porter","4.25",4.295
"120","https://www.beeradvocate.com/community/members/georgiabeerguy.735036/","American Strong Ale","3.25",4.155
"121","https://www.beeradvocate.com/community/members/domvan.783801/","American Strong Ale","4.25",4.155
"122","https://www.beeradvocate.com/community/members/rbasssfhopit2me.303882/","American Strong Ale","2.25",4.155
"123","https://www.beeradvocate.com/community/members/1000lbgrizzly.741995/","American Strong Ale","4",4.105
"124","https://www.beeradvocate.com/community/members/ozzylizard.757498/","American Strong Ale","4",4.105
"125","https://www.beeradvocate.com/community/members/bhyndthebottle.729807/","American Strong Ale","4.75",4.105
"126","https://www.beeradvocate.com/community/members/jesterr44.735085/","American Porter","4",4.295
"127","https://www.beeradvocate.com/community/members/skrumpy.1123479/","American Porter","3.75",4.295
"128","https://www.beeradvocate.com/community/members/rogerlb.1055370/","American Porter","4.25",4.295
"129","https://www.beeradvocate.com/community/members/andrewh995.1184297/","American Porter","4.5",4.295
"130","https://www.beeradvocate.com/community/members/busternuggz.201653/","American Strong Ale","4.5",4.155
"131","https://www.beeradvocate.com/community/members/macrosmatic.68995/","American Strong Ale","4.25",4.155
"132","https://www.beeradvocate.com/community/members/julioh.783400/","American Strong Ale","4.5",4.155
"133","https://www.beeradvocate.com/community/members/stakem.300923/","American Strong Ale","3.75",4.155
"134","https://www.beeradvocate.com/community/members/dmgallag.803128/","American Strong Ale","4.5",4.105
"135","https://www.beeradvocate.com/community/members/creepinjeeper.702561/","American Strong Ale","4.75",4.105
"136","https://www.beeradvocate.com/community/members/rodbeermunch.1073239/","American Strong Ale","3.75",4.105
"137","https://www.beeradvocate.com/community/members/rex_4539.910917/","American Porter","4.75",4.295
"138","https://www.beeradvocate.com/community/members/chicagobeerguy.1008321/","American Porter","4.25",4.295
"139","https://www.beeradvocate.com/community/members/snowypersephone.1191019/","American Porter","1.5",4.295
"140","https://www.beeradvocate.com/community/members/alaimoa.724206/","American Strong Ale","4.5",4.155
"141","https://www.beeradvocate.com/community/members/ismith87.610922/","American Strong Ale","3.75",4.155
"142","https://www.beeradvocate.com/community/members/bmmillsy.659902/","American Strong Ale","4",4.155
"143","https://www.beeradvocate.com/community/members/brownalebollocks.894992/","American Strong Ale","4.25",4.105
"144","https://www.beeradvocate.com/community/members/longhorn08.780066/","American Strong Ale","1",4.105
"145","https://www.beeradvocate.com/community/members/coolguy_chris.1189945/","American Porter","3.75",4.295
"146","https://www.beeradvocate.com/community/members/the_kriek_freak.848244/","American Porter","4",4.295
"147","https://www.beeradvocate.com/community/members/mmosnn.1145541/","American Porter","4.25",4.295
"148","https://www.beeradvocate.com/community/members/marcoxx626.1186497/","American Porter","4.5",4.295
"149","https://www.beeradvocate.com/community/members/isaaccraft.716349/","American Porter","4.25",4.295
"150","https://www.beeradvocate.com/community/members/deniskolkin.741480/","American Porter","4",4.295
"151","https://www.beeradvocate.com/community/members/raime.679489/","American Pale Wheat Ale","3.25",3.655
"152","https://www.beeradvocate.com/community/members/rodbeermunch.1073239/","American Pale Wheat Ale","3",3.655
"154","https://www.beeradvocate.com/community/members/ichliebebier.712304/","American Pale Wheat Ale","3.25",3.655
"155","https://www.beeradvocate.com/community/members/darkmagus82.484016/","American Pale Wheat Ale","3",3.655
"156","https://www.beeradvocate.com/community/members/mojo.685919/","American Pale Wheat Ale","3.5",3.655
"157","https://www.beeradvocate.com/community/members/chinchill.199175/","American Pale Wheat Ale","3",3.655
"158","https://www.beeradvocate.com/community/members/sevenarts.610996/","American Pale Wheat Ale","2.5",3.655
"159","https://www.beeradvocate.com/community/members/garthdanielson.522584/","American Pale Wheat Ale","2.5",3.655
"160","https://www.beeradvocate.com/community/members/serialticker.681417/","American Pale Wheat Ale","3.5",3.655
"161","https://www.beeradvocate.com/community/members/tjsmith910.502828/","American Pale Wheat Ale","1",3.655
"162","https://www.beeradvocate.com/community/members/celtics76.619190/","American Pale Wheat Ale","3.5",3.655
"163","https://www.beeradvocate.com/community/members/ronaldtheriot.241704/","American Pale Wheat Ale","4",3.655
"164","https://www.beeradvocate.com/community/members/suds.364/","American Pale Wheat Ale","3.5",3.655
"165","https://www.beeradvocate.com/community/members/biboergosum.168458/","American Pale Wheat Ale","3.5",3.655
"166","https://www.beeradvocate.com/community/members/chickenflea.398446/","American Pale Wheat Ale","3.5",3.655
"167","https://www.beeradvocate.com/community/members/beerkangaroo.601444/","American Pale Wheat Ale","2.75",3.655
"168","https://www.beeradvocate.com/community/members/beermiler12.501917/","American Pale Wheat Ale","3",3.655
"169","https://www.beeradvocate.com/community/members/tdm168.489997/","American Pale Wheat Ale","2.5",3.655
"170","https://www.beeradvocate.com/community/members/boneheadmx.18717/","American Pale Wheat Ale","3.5",3.655
"171","https://www.beeradvocate.com/community/members/misfit138.192563/","American Pale Wheat Ale","3.5",3.655
"172","https://www.beeradvocate.com/community/members/liquidsanity.186612/","American Pale Wheat Ale","4",3.655
"173","https://www.beeradvocate.com/community/members/rlee1390.434986/","American Pale Wheat Ale","3",3.655
"174","https://www.beeradvocate.com/community/members/taysuth.654889/","American Pale Wheat Ale","3",3.655
"175","https://www.beeradvocate.com/community/members/bmmillsy.659902/","American Pale Wheat Ale","2.75",3.655
"176","https://www.beeradvocate.com/community/members/everydayoff.542573/","American Double / Imperial Stout","4.5",4.235
"177","https://www.beeradvocate.com/community/members/fscottkey.776811/","American Double / Imperial Stout","4",4.235
"178","https://www.beeradvocate.com/community/members/ale_lover.1073683/","American Double / Imperial Stout","4.75",4.235
"179","https://www.beeradvocate.com/community/members/keithmurray.378529/","American Double / Imperial Stout","4.5",4.235
"180","https://www.beeradvocate.com/community/members/degueulasse.1169410/","American Double / Imperial Stout","4.5",4.235
"181","https://www.beeradvocate.com/community/members/frudel.1175673/","American Double / Imperial Stout","4.75",4.235
"182","https://www.beeradvocate.com/community/members/branfordbound.446214/","American Double / Imperial Stout","4.5",4.235
"183","https://www.beeradvocate.com/community/members/isarnan.1195768/","American Double / Imperial Stout","4.75",4.235
"184","https://www.beeradvocate.com/community/members/antg8989.828019/","American Double / Imperial Stout","4.5",4.235
"185","https://www.beeradvocate.com/community/members/alucard6679.686957/","American Double / Imperial Stout","4.5",4.235
"186","https://www.beeradvocate.com/community/members/ml6005.1194074/","American Double / Imperial Stout","4.75",4.235
"187","https://www.beeradvocate.com/community/members/mkh012.983973/","American Double / Imperial Stout","3.5",4.235
"188","https://www.beeradvocate.com/community/members/bierliebhaber3.1153277/","American Double / Imperial Stout","4.5",4.235
"189","https://www.beeradvocate.com/community/members/hopheadjeffery.707905/","American Double / Imperial Stout","4.25",4.235
"190","https://www.beeradvocate.com/community/members/bum4ever.1187997/","American Double / Imperial Stout","4.25",4.235
"191","https://www.beeradvocate.com/community/members/wickedbeer.1046282/","American Double / Imperial Stout","4.75",4.235
"192","https://www.beeradvocate.com/community/members/nuggetlover.672452/","American Double / Imperial Stout","4.5",4.235
"193","https://www.beeradvocate.com/community/members/holderness.1170717/","American Double / Imperial Stout","4.5",4.235
"194","https://www.beeradvocate.com/community/members/mike22ne.839604/","American Double / Imperial Stout","4.5",4.235
"195","https://www.beeradvocate.com/community/members/dbl_delta.695501/","American Double / Imperial Stout","4.75",4.235
"196","https://www.beeradvocate.com/community/members/titty_mcbitty.770888/","American Double / Imperial Stout","4.5",4.235
"197","https://www.beeradvocate.com/community/members/beerbobber.1071668/","American Double / Imperial Stout","3.75",4.29
"198","https://www.beeradvocate.com/community/members/jred.231918/","American Double / Imperial Stout","3.75",4.235
"199","https://www.beeradvocate.com/community/members/erikshegda1994.1188271/","American Double / Imperial Stout","4",4.235
"200","https://www.beeradvocate.com/community/members/kitch.868336/","American Double / Imperial Stout","4.5",4.235
"201","https://www.beeradvocate.com/community/members/beantownbrews.1158355/","American Double / Imperial Stout","4.5",4.235
"202","https://www.beeradvocate.com/community/members/citizencane.939279/","American Double / Imperial Stout","4",4.29
"203","https://www.beeradvocate.com/community/members/mackt.1179504/","American Double / Imperial Stout","3.75",4.29
"204","https://www.beeradvocate.com/community/members/princessbay710.1092410/","American Double / Imperial Stout","2.75",4.29
"205","https://www.beeradvocate.com/community/members/hotdogbikeride.1086281/","American Double / Imperial Stout","4.75",4.29
"206","https://www.beeradvocate.com/community/members/jjamadorphd.685878/","American Double / Imperial Stout","4",4.29
"207","https://www.beeradvocate.com/community/members/emh73.1043324/","American Double / Imperial Stout","4.25",4.29
"208","https://www.beeradvocate.com/community/members/bgillespie.752210/","American Double / Imperial Stout","4.25",4.29
"209","https://www.beeradvocate.com/community/members/deaconwhite82.1182657/","American Double / Imperial Stout","4",4.29
"210","https://www.beeradvocate.com/community/members/nugganooch.552271/","American Double / Imperial Stout","4",4.29
"211","https://www.beeradvocate.com/community/members/rafh.462879/","American Double / Imperial Stout","4",4.29
"212","https://www.beeradvocate.com/community/members/fourlives.1186889/","American Double / Imperial Stout","2.5",4.29
"213","https://www.beeradvocate.com/community/members/manbearpat.902072/","American Double / Imperial Stout","4.75",4.29
"214","https://www.beeradvocate.com/community/members/puck1225.1028282/","American Double / Imperial Stout","4",4.29
"215","https://www.beeradvocate.com/community/members/lerose.639037/","American Double / Imperial Stout","4",4.29
"216","https://www.beeradvocate.com/community/members/benish.723269/","American Double / Imperial Stout","3.25",4.29
"217","https://www.beeradvocate.com/community/members/jacob_hargis.1071478/","American Double / Imperial Stout","4",4.29
"218","https://www.beeradvocate.com/community/members/delta490.718226/","American Double / Imperial Stout","4",4.29
"219","https://www.beeradvocate.com/community/members/the_awesometeer.743405/","American Double / Imperial Stout","3.75",4.29
"220","https://www.beeradvocate.com/community/members/rodbeermunch.1073239/","American Double / Imperial Stout","4",4.29
"221","https://www.beeradvocate.com/community/members/kgilmour.1010783/","American Double / Imperial Stout","2.75",4.29
"222","https://www.beeradvocate.com/community/members/happyguy12345.749149/","American Double / Imperial Stout","4.25",4.29
"223","https://www.beeradvocate.com/community/members/tekstr1der.899631/","American Double / Imperial Stout","4",4.29
"224","https://www.beeradvocate.com/community/members/ptykozoon.481188/","American Double / Imperial Stout","4.25",4.29
"225","https://www.beeradvocate.com/community/members/gajo74.863359/","American Double / Imperial Stout","4",4.29
"226","https://www.beeradvocate.com/community/members/mrfrancis.489156/","American Double / Imperial IPA","4.25",3.945
"227","https://www.beeradvocate.com/community/members/craftbeerapprentice.906066/","American Double / Imperial IPA","3",3.945
"228","https://www.beeradvocate.com/community/members/bruno74200.1032603/","American Double / Imperial IPA","4.25",3.945
"229","https://www.beeradvocate.com/community/members/emv.25570/","American Double / Imperial IPA","4.25",3.945
"230","https://www.beeradvocate.com/community/members/spikester.147743/","American Double / Imperial IPA","4.25",3.945
"231","https://www.beeradvocate.com/community/members/beerdeathexperience.1190531/","American Double / Imperial IPA","3.5",3.945
"232","https://www.beeradvocate.com/community/members/ciocanelu.691982/","American Double / Imperial IPA","3.75",3.945
"233","https://www.beeradvocate.com/community/members/martin194.1129017/","American Double / Imperial IPA","4.25",3.945
"234","https://www.beeradvocate.com/community/members/mpyle.59002/","American Double / Imperial IPA","4",3.945
"235","https://www.beeradvocate.com/community/members/warfarris.1190503/","American Double / Imperial IPA","4.5",3.945
"236","https://www.beeradvocate.com/community/members/r_i_p.1189293/","American Double / Imperial IPA","4.25",3.945
"237","https://www.beeradvocate.com/community/members/raime.679489/","American Double / Imperial IPA","3.5",3.945
"238","https://www.beeradvocate.com/community/members/everydayoff.542573/","American Double / Imperial IPA","4.25",3.945
"239","https://www.beeradvocate.com/community/members/bierrunner.1077291/","American Double / Imperial IPA","4",3.945
"240","https://www.beeradvocate.com/community/members/easton70.1047298/","American Double / Imperial IPA","2.75",3.945
"241","https://www.beeradvocate.com/community/members/neil2me.711137/","American Double / Imperial IPA","4.25",3.945
"242","https://www.beeradvocate.com/community/members/anthonyjs.1172363/","American Double / Imperial IPA","4.5",3.945
"243","https://www.beeradvocate.com/community/members/jmdrpi.276070/","American Double / Imperial IPA","3.75",3.945
"244","https://www.beeradvocate.com/community/members/libeertarian.948639/","American Double / Imperial IPA","3.75",3.945
"245","https://www.beeradvocate.com/community/members/the_awesometeer.743405/","American Double / Imperial IPA","3.75",3.945
"246","https://www.beeradvocate.com/community/members/rodbeermunch.1073239/","American Double / Imperial IPA","3.75",3.945
"247","https://www.beeradvocate.com/community/members/brewxer.1119680/","American Double / Imperial IPA","4.75",3.945
"248","https://www.beeradvocate.com/community/members/christianalexander.1173498/","American Double / Imperial IPA","4.5",3.945
"249","https://www.beeradvocate.com/community/members/fitrock2112.691644/","American Double / Imperial IPA","4",4.025
"250","https://www.beeradvocate.com/community/members/mmosnn.1145541/","American Double / Imperial IPA","4.25",3.945
"251","https://www.beeradvocate.com/community/members/mikeward.620428/","American Double / Imperial IPA","3.5",3.945
"252","https://www.beeradvocate.com/community/members/beejay.281887/","American Double / Imperial IPA","4.25",4.025
"253","https://www.beeradvocate.com/community/members/ordybill.822032/","American Double / Imperial IPA","4",4.025
"254","https://www.beeradvocate.com/community/members/jpvanderbilt.1074926/","American Double / Imperial IPA","2",4.025
"255","https://www.beeradvocate.com/community/members/dragginballs76.1066881/","American Double / Imperial IPA","4.25",4.025
"256","https://www.beeradvocate.com/community/members/barmatchaser.903665/","American Double / Imperial IPA","4",4.025
"257","https://www.beeradvocate.com/community/members/edward_boumil.1006685/","American Double / Imperial IPA","4.25",4.025
"258","https://www.beeradvocate.com/community/members/atr2605.309315/","American Double / Imperial IPA","3.75",4.025
"259","https://www.beeradvocate.com/community/members/wesmantooth.775003/","American Double / Imperial IPA","4",4.025
"260","https://www.beeradvocate.com/community/members/mike22ne.839604/","American Double / Imperial IPA","4",4.025
"261","https://www.beeradvocate.com/community/members/skrumpy.1123479/","American Brown Ale","3.75",3.84
"262","https://www.beeradvocate.com/community/members/trygelski1.794207/","American Double / Imperial IPA","4.25",4.025
"263","https://www.beeradvocate.com/community/members/czequershuus.780649/","American Double / Imperial IPA","4.5",4.025
"264","https://www.beeradvocate.com/community/members/vetbidder.1177580/","American Double / Imperial IPA","4.25",4.025
"265","https://www.beeradvocate.com/community/members/harrison8.1078086/","American Brown Ale","3.75",3.84
"266","https://www.beeradvocate.com/community/members/guyfawkes.590591/","American Brown Ale","3.5",3.84
"267","https://www.beeradvocate.com/community/members/cjgator3.60686/","American Brown Ale","4",3.84
"268","https://www.beeradvocate.com/community/members/thirstylion.1183756/","American Double / Imperial IPA","3",4.025
"269","https://www.beeradvocate.com/community/members/ppvora.732061/","American Double / Imperial IPA","3.75",4.025
"270","https://www.beeradvocate.com/community/members/goingbrokeonbeer.767588/","American Double / Imperial IPA","4.25",4.025
"271","https://www.beeradvocate.com/community/members/tempest.26127/","American Brown Ale","4",3.84
"272","https://www.beeradvocate.com/community/members/jeffdr123.888050/","American Brown Ale","4.25",3.84
"273","https://www.beeradvocate.com/community/members/ajm5108.897145/","American Double / Imperial IPA","4.25",4.025
"274","https://www.beeradvocate.com/community/members/gavage.1881/","American Double / Imperial IPA","4.25",4.025
"275","https://www.beeradvocate.com/community/members/terp96.388713/","American Double / Imperial IPA","4",4.025
"276","https://www.beeradvocate.com/community/members/vader444.1171132/","American Brown Ale","4",3.84
"277","https://www.beeradvocate.com/community/members/seedyone.345778/","American Brown Ale","4.25",3.84
"278","https://www.beeradvocate.com/community/members/porterpro125.713860/","American Brown Ale","4.5",3.84
"279","https://www.beeradvocate.com/community/members/tekstr1der.899631/","American Double / Imperial IPA","4",4.025
"280","https://www.beeradvocate.com/community/members/chuckakhan.1168672/","American Double / Imperial IPA","1.75",4.025
"281","https://www.beeradvocate.com/community/members/joaopmgoncalves.708259/","American Brown Ale","4",3.84
"282","https://www.beeradvocate.com/community/members/mfnmbvp.705321/","American Brown Ale","4",3.84
"283","https://www.beeradvocate.com/community/members/bsp77.215044/","American Double / Imperial IPA","4.25",4.025
"284","https://www.beeradvocate.com/community/members/joesi.874277/","American Brown Ale","4.25",3.84
"285","https://www.beeradvocate.com/community/members/dsa7783.168510/","American Double / Imperial IPA","4",4.025
"286","https://www.beeradvocate.com/community/members/ciocanelu.691982/","American Double / Imperial IPA","3.75",4.025
"287","https://www.beeradvocate.com/community/members/bierliebhaber3.1153277/","American Brown Ale","4",3.84
"288","https://www.beeradvocate.com/community/members/nilocrellim.694788/","American Brown Ale","3.75",3.84
"289","https://www.beeradvocate.com/community/members/mntlover.2357/","American Double / Imperial IPA","4",4.025
"290","https://www.beeradvocate.com/community/members/ferb.1123255/","American Brown Ale","3.75",3.84
"291","https://www.beeradvocate.com/community/members/drtth.174905/","American Brown Ale","4",3.84
"292","https://www.beeradvocate.com/community/members/dinglehacker.1095224/","American Brown Ale","3.75",3.84
"293","https://www.beeradvocate.com/community/members/franziskaner.20741/","American Brown Ale","3.75",3.84
